user_id,item_id,rating,timestamp,clicked
840,166,4,2023-01-07 12:00:00,1
780,399,3,2023-01-07 13:00:00,0
930,261,1,2023-01-07 14:00:00,0
33,221,4,2023-01-07 15:00:00,1
48,83,1,2023-01-07 16:00:00,0
503,182,3,2023-01-07 17:00:00,0
407,307,5,2023-01-07 18:00:00,1
574,10,2,2023-01-07 19:00:00,0
728,396,4,2023-01-07 20:00:00,1
805,4,3,2023-01-07 21:00:00,0
99,351,3,2023-01-07 22:00:00,0
684,402,1,2023-01-07 23:00:00,0
872,336,1,2023-01-08 00:00:00,0
726,488,2,2023-01-08 01:00:00,0
987,292,1,2023-01-08 02:00:00,0
547,281,4,2023-01-08 03:00:00,1
961,215,4,2023-01-08 04:00:00,1
739,460,4,2023-01-08 05:00:00,1
613,98,5,2023-01-08 06:00:00,1
943,420,4,2023-01-08 07:00:00,1
462,101,1,2023-01-08 08:00:00,0
643,451,1,2023-01-08 09:00:00,0
769,9,4,2023-01-08 10:00:00,1
5,61,3,2023-01-08 11:00:00,0
218,309,3,2023-01-08 12:00:00,0
503,146,3,2023-01-08 13:00:00,0
767,427,2,2023-01-08 14:00:00,0
398,419,5,2023-01-08 15:00:00,1
871,63,4,2023-01-08 16:00:00,1
795,121,2,2023-01-08 17:00:00,0
393,226,3,2023-01-08 18:00:00,0
207,105,4,2023-01-08 19:00:00,1
15,462,2,2023-01-08 20:00:00,0
858,260,1,2023-01-08 21:00:00,0
554,349,3,2023-01-08 22:00:00,0
892,425,2,2023-01-08 23:00:00,0
461,255,1,2023-01-09 00:00:00,0
691,429,3,2023-01-09 01:00:00,0
575,434,5,2023-01-09 02:00:00,1
864,207,3,2023-01-09 03:00:00,0
743,28,5,2023-01-09 04:00:00,1
241,170,5,2023-01-09 05:00:00,1
564,336,5,2023-01-09 06:00:00,1
96,76,4,2023-01-09 07:00:00,1
900,116,4,2023-01-09 08:00:00,1
734,69,5,2023-01-09 09:00:00,1
485,354,1,2023-01-09 10:00:00,0
407,234,5,2023-01-09 11:00:00,1
231,1,2,2023-01-09 12:00:00,0
749,167,5,2023-01-09 13:00:00,1
655,352,4,2023-01-09 14:00:00,1
171,218,4,2023-01-09 15:00:00,1
541,273,2,2023-01-09 16:00:00,0
36,368,2,2023-01-09 17:00:00,0
525,251,3,2023-01-09 18:00:00,0
160,347,1,2023-01-09 19:00:00,0
839,344,1,2023-01-09 20:00:00,0
699,419,1,2023-01-09 21:00:00,0
243,174,4,2023-01-09 22:00:00,1
86,170,1,2023-01-09 23:00:00,0
796,246,3,2023-01-10 00:00:00,0
578,423,3,2023-01-10 01:00:00,0
682,90,1,2023-01-10 02:00:00,0
557,49,2,2023-01-10 03:00:00,0
574,446,3,2023-01-10 04:00:00,0
953,294,2,2023-01-10 05:00:00,0
646,407,4,2023-01-10 06:00:00,1
796,150,3,2023-01-10 07:00:00,0
28,132,2,2023-01-10 08:00:00,0
620,433,1,2023-01-10 09:00:00,0
556,59,4,2023-01-10 10:00:00,1
340,457,5,2023-01-10 11:00:00,1
798,324,5,2023-01-10 12:00:00,1
958,199,1,2023-01-10 13:00:00,0
331,215,4,2023-01-10 14:00:00,1
640,386,4,2023-01-10 15:00:00,1
506,49,4,2023-01-10 16:00:00,1
348,472,4,2023-01-10 17:00:00,1
473,232,5,2023-01-10 18:00:00,1
231,247,2,2023-01-10 19:00:00,0
190,382,4,2023-01-10 20:00:00,1
225,479,2,2023-01-10 21:00:00,0
385,239,4,2023-01-10 22:00:00,1
377,415,3,2023-01-10 23:00:00,0
283,367,3,2023-01-11 00:00:00,0
958,168,3,2023-01-11 01:00:00,0
633,48,4,2023-01-11 02:00:00,1
628,51,2,2023-01-11 03:00:00,0
973,299,5,2023-01-11 04:00:00,1
745,98,1,2023-01-11 05:00:00,0
259,439,5,2023-01-11 06:00:00,1
359,216,4,2023-01-11 07:00:00,1
710,177,3,2023-01-11 08:00:00,0
456,380,3,2023-01-11 09:00:00,0
411,474,2,2023-01-11 10:00:00,0
649,80,4,2023-01-11 11:00:00,1
318,185,5,2023-01-11 12:00:00,1
677,367,4,2023-01-11 13:00:00,1
225,461,4,2023-01-11 14:00:00,1
819,399,3,2023-01-11 15:00:00,0
234,27,5,2023-01-11 16:00:00,1
684,452,1,2023-01-11 17:00:00,0
664,464,3,2023-01-11 18:00:00,0
975,448,5,2023-01-11 19:00:00,1
827,478,2,2023-01-11 20:00:00,0
374,492,3,2023-01-11 21:00:00,0
672,414,2,2023-01-11 22:00:00,0
608,420,3,2023-01-11 23:00:00,0
472,195,4,2023-01-12 00:00:00,1
233,214,5,2023-01-12 01:00:00,1
692,369,2,2023-01-12 02:00:00,0
113,342,3,2023-01-12 03:00:00,0
830,114,2,2023-01-12 04:00:00,0
497,242,3,2023-01-12 05:00:00,0
442,124,3,2023-01-12 06:00:00,0
564,305,1,2023-01-12 07:00:00,0
268,76,1,2023-01-12 08:00:00,0
510,311,1,2023-01-12 09:00:00,0
807,469,2,2023-01-12 10:00:00,0
386,312,4,2023-01-12 11:00:00,1
387,196,3,2023-01-12 12:00:00,0
113,351,5,2023-01-12 13:00:00,1
613,44,1,2023-01-12 14:00:00,0
625,415,2,2023-01-12 15:00:00,0
952,186,2,2023-01-12 16:00:00,0
81,343,2,2023-01-12 17:00:00,0
699,246,5,2023-01-12 18:00:00,1
113,437,5,2023-01-12 19:00:00,1
2,84,1,2023-01-12 20:00:00,0
642,207,5,2023-01-12 21:00:00,1
220,151,1,2023-01-12 22:00:00,0
566,156,5,2023-01-12 23:00:00,1
855,16,5,2023-01-13 00:00:00,1
997,165,5,2023-01-13 01:00:00,1
736,405,1,2023-01-13 02:00:00,0
225,463,3,2023-01-13 03:00:00,0
385,145,1,2023-01-13 04:00:00,0
403,498,3,2023-01-13 05:00:00,0
638,37,2,2023-01-13 06:00:00,0
130,333,2,2023-01-13 07:00:00,0
53,403,1,2023-01-13 08:00:00,0
684,414,3,2023-01-13 09:00:00,0
730,45,3,2023-01-13 10:00:00,0
672,402,3,2023-01-13 11:00:00,0
710,206,2,2023-01-13 12:00:00,0
416,62,1,2023-01-13 13:00:00,0
247,420,4,2023-01-13 14:00:00,1
836,356,3,2023-01-13 15:00:00,0
439,468,3,2023-01-13 16:00:00,0
203,308,4,2023-01-13 17:00:00,1
184,19,1,2023-01-13 18:00:00,0
123,365,3,2023-01-13 19:00:00,0
401,300,1,2023-01-13 20:00:00,0
767,7,3,2023-01-13 21:00:00,0
294,249,5,2023-01-13 22:00:00,1
280,428,3,2023-01-13 23:00:00,0
837,117,5,2023-01-14 00:00:00,1
884,68,1,2023-01-14 01:00:00,0
610,34,3,2023-01-14 02:00:00,0
198,194,2,2023-01-14 03:00:00,0
982,325,2,2023-01-14 04:00:00,0
907,55,4,2023-01-14 05:00:00,1
511,266,2,2023-01-14 06:00:00,0
752,480,5,2023-01-14 07:00:00,1
144,42,2,2023-01-14 08:00:00,0
609,297,2,2023-01-14 09:00:00,0
201,461,2,2023-01-14 10:00:00,0
124,231,3,2023-01-14 11:00:00,0
187,453,4,2023-01-14 12:00:00,1
326,378,1,2023-01-14 13:00:00,0
464,394,4,2023-01-14 14:00:00,1
349,10,5,2023-01-14 15:00:00,1
771,358,3,2023-01-14 16:00:00,0
660,475,3,2023-01-14 17:00:00,0
764,444,2,2023-01-14 18:00:00,0
955,128,2,2023-01-14 19:00:00,0
932,179,5,2023-01-14 20:00:00,1
403,405,3,2023-01-14 21:00:00,0
346,392,1,2023-01-14 22:00:00,0
963,193,4,2023-01-14 23:00:00,1
511,92,3,2023-01-15 00:00:00,0
147,369,1,2023-01-15 01:00:00,0
148,231,1,2023-01-15 02:00:00,0
864,78,4,2023-01-15 03:00:00,1
711,85,1,2023-01-15 04:00:00,0
820,30,5,2023-01-15 05:00:00,1
489,213,1,2023-01-15 06:00:00,0
929,49,5,2023-01-15 07:00:00,1
936,265,1,2023-01-15 08:00:00,0
640,145,2,2023-01-15 09:00:00,0
551,69,1,2023-01-15 10:00:00,0
338,58,5,2023-01-15 11:00:00,1
872,185,1,2023-01-15 12:00:00,0
641,62,1,2023-01-15 13:00:00,0
779,479,1,2023-01-15 14:00:00,0
988,308,5,2023-01-15 15:00:00,1
953,445,1,2023-01-15 16:00:00,0
473,296,4,2023-01-15 17:00:00,1
946,166,4,2023-01-15 18:00:00,1
151,171,5,2023-01-15 19:00:00,1
415,63,2,2023-01-15 20:00:00,0
990,147,4,2023-01-15 21:00:00,1
298,484,3,2023-01-15 22:00:00,0
611,306,4,2023-01-15 23:00:00,1
263,161,3,2023-01-16 00:00:00,0
764,141,5,2023-01-16 01:00:00,1
144,334,2,2023-01-16 02:00:00,0
346,97,3,2023-01-16 03:00:00,0
624,446,3,2023-01-16 04:00:00,0
572,221,4,2023-01-16 05:00:00,1
881,43,3,2023-01-16 06:00:00,0
2,433,5,2023-01-16 07:00:00,1
897,292,5,2023-01-16 08:00:00,1
304,378,5,2023-01-16 09:00:00,1
254,108,4,2023-01-16 10:00:00,1
652,266,2,2023-01-16 11:00:00,0
453,95,4,2023-01-16 12:00:00,1
37,262,5,2023-01-16 13:00:00,1
160,313,4,2023-01-16 14:00:00,1
9,385,5,2023-01-16 15:00:00,1
233,71,1,2023-01-16 16:00:00,0
99,442,1,2023-01-16 17:00:00,0
659,219,3,2023-01-16 18:00:00,0
816,21,2,2023-01-16 19:00:00,0
208,92,1,2023-01-16 20:00:00,0
131,127,5,2023-01-16 21:00:00,1
404,80,4,2023-01-16 22:00:00,1
152,312,4,2023-01-16 23:00:00,1
54,238,3,2023-01-17 00:00:00,0
120,471,4,2023-01-17 01:00:00,1
673,372,1,2023-01-17 02:00:00,0
920,404,4,2023-01-17 03:00:00,1
628,486,1,2023-01-17 04:00:00,0
587,182,1,2023-01-17 05:00:00,0
625,25,2,2023-01-17 06:00:00,0
968,156,3,2023-01-17 07:00:00,0
420,5,5,2023-01-17 08:00:00,1
422,120,1,2023-01-17 09:00:00,0
104,277,3,2023-01-17 10:00:00,0
852,18,5,2023-01-17 11:00:00,1
254,431,4,2023-01-17 12:00:00,1
227,198,3,2023-01-17 13:00:00,0
112,57,3,2023-01-17 14:00:00,0
510,93,3,2023-01-17 15:00:00,0
473,19,4,2023-01-17 16:00:00,1
99,384,4,2023-01-17 17:00:00,1
153,353,3,2023-01-17 18:00:00,0
861,193,2,2023-01-17 19:00:00,0
914,237,1,2023-01-17 20:00:00,0
896,387,4,2023-01-17 21:00:00,1
878,426,2,2023-01-17 22:00:00,0
338,277,4,2023-01-17 23:00:00,1
706,227,3,2023-01-18 00:00:00,0
822,233,2,2023-01-18 01:00:00,0
163,40,5,2023-01-18 02:00:00,1
720,323,1,2023-01-18 03:00:00,0
957,153,1,2023-01-18 04:00:00,0
681,127,4,2023-01-18 05:00:00,1
996,237,1,2023-01-18 06:00:00,0
161,486,5,2023-01-18 07:00:00,1
580,493,2,2023-01-18 08:00:00,0
801,55,2,2023-01-18 09:00:00,0
398,468,3,2023-01-18 10:00:00,0
277,436,2,2023-01-18 11:00:00,0
816,172,4,2023-01-18 12:00:00,1
916,109,5,2023-01-18 13:00:00,1
504,354,3,2023-01-18 14:00:00,0
896,469,4,2023-01-18 15:00:00,1
392,184,4,2023-01-18 16:00:00,1
135,439,4,2023-01-18 17:00:00,1
195,368,1,2023-01-18 18:00:00,0
401,471,4,2023-01-18 19:00:00,1
640,198,1,2023-01-18 20:00:00,0
33,371,2,2023-01-18 21:00:00,0
688,373,1,2023-01-18 22:00:00,0
460,461,4,2023-01-18 23:00:00,1
955,497,5,2023-01-19 00:00:00,1
883,87,5,2023-01-19 01:00:00,1
470,201,2,2023-01-19 02:00:00,0
375,337,4,2023-01-19 03:00:00,1
22,322,1,2023-01-19 04:00:00,0
750,275,5,2023-01-19 05:00:00,1
670,211,3,2023-01-19 06:00:00,0
38,391,4,2023-01-19 07:00:00,1
230,118,4,2023-01-19 08:00:00,1
365,191,3,2023-01-19 09:00:00,0
563,42,5,2023-01-19 10:00:00,1
438,42,3,2023-01-19 11:00:00,0
776,315,2,2023-01-19 12:00:00,0
283,276,1,2023-01-19 13:00:00,0
27,329,1,2023-01-19 14:00:00,0
226,17,5,2023-01-19 15:00:00,1
277,283,3,2023-01-19 16:00:00,0
798,431,4,2023-01-19 17:00:00,1
609,258,4,2023-01-19 18:00:00,1
284,63,4,2023-01-19 19:00:00,1
879,62,2,2023-01-19 20:00:00,0
960,100,2,2023-01-19 21:00:00,0
481,19,4,2023-01-19 22:00:00,1
453,17,5,2023-01-19 23:00:00,1
829,325,2,2023-01-20 00:00:00,0
816,423,2,2023-01-20 01:00:00,0
659,466,1,2023-01-20 02:00:00,0
516,373,1,2023-01-20 03:00:00,0
547,246,5,2023-01-20 04:00:00,1
192,251,2,2023-01-20 05:00:00,0
49,455,2,2023-01-20 06:00:00,0
512,81,3,2023-01-20 07:00:00,0
17,39,5,2023-01-20 08:00:00,1
172,36,5,2023-01-20 09:00:00,1
220,424,3,2023-01-20 10:00:00,0
158,429,3,2023-01-20 11:00:00,0
477,388,1,2023-01-20 12:00:00,0
46,486,5,2023-01-20 13:00:00,1
373,409,5,2023-01-20 14:00:00,1
518,197,3,2023-01-20 15:00:00,0
99,158,4,2023-01-20 16:00:00,1
892,204,4,2023-01-20 17:00:00,1
745,196,1,2023-01-20 18:00:00,0
37,216,4,2023-01-20 19:00:00,1
280,285,4,2023-01-20 20:00:00,1
349,457,4,2023-01-20 21:00:00,1
497,196,2,2023-01-20 22:00:00,0
302,307,1,2023-01-20 23:00:00,0
181,152,3,2023-01-21 00:00:00,0
607,14,4,2023-01-21 01:00:00,1
99,325,2,2023-01-21 02:00:00,0
700,146,4,2023-01-21 03:00:00,1
993,426,2,2023-01-21 04:00:00,0
116,57,1,2023-01-21 05:00:00,0
191,211,4,2023-01-21 06:00:00,1
253,268,2,2023-01-21 07:00:00,0
981,210,5,2023-01-21 08:00:00,1
928,17,5,2023-01-21 09:00:00,1
983,286,2,2023-01-21 10:00:00,0
161,344,4,2023-01-21 11:00:00,1
256,203,4,2023-01-21 12:00:00,1
323,99,1,2023-01-21 13:00:00,0
128,279,1,2023-01-21 14:00:00,0
18,209,3,2023-01-21 15:00:00,0
793,129,1,2023-01-21 16:00:00,0
735,335,4,2023-01-21 17:00:00,1
566,288,3,2023-01-21 18:00:00,0
570,252,1,2023-01-21 19:00:00,0
323,265,2,2023-01-21 20:00:00,0
872,271,5,2023-01-21 21:00:00,1
686,412,1,2023-01-21 22:00:00,0
792,408,1,2023-01-21 23:00:00,0
626,188,2,2023-01-22 00:00:00,0
288,419,4,2023-01-22 01:00:00,1
943,214,2,2023-01-22 02:00:00,0
854,283,1,2023-01-22 03:00:00,0
663,211,4,2023-01-22 04:00:00,1
962,365,3,2023-01-22 05:00:00,0
639,76,1,2023-01-22 06:00:00,0
155,148,2,2023-01-22 07:00:00,0
490,321,3,2023-01-22 08:00:00,0
386,213,5,2023-01-22 09:00:00,1
986,433,3,2023-01-22 10:00:00,0
785,109,2,2023-01-22 11:00:00,0
104,129,3,2023-01-22 12:00:00,0
929,10,2,2023-01-22 13:00:00,0
393,47,1,2023-01-22 14:00:00,0
811,379,4,2023-01-22 15:00:00,1
246,315,5,2023-01-22 16:00:00,1
176,96,4,2023-01-22 17:00:00,1
39,446,4,2023-01-22 18:00:00,1
477,103,4,2023-01-22 19:00:00,1
682,380,2,2023-01-22 20:00:00,0
759,342,2,2023-01-22 21:00:00,0
538,146,5,2023-01-22 22:00:00,1
867,368,2,2023-01-22 23:00:00,0
818,430,2,2023-01-23 00:00:00,0
921,416,2,2023-01-23 01:00:00,0
408,27,2,2023-01-23 02:00:00,0
525,220,1,2023-01-23 03:00:00,0
828,18,5,2023-01-23 04:00:00,1
506,167,2,2023-01-23 05:00:00,0
903,433,5,2023-01-23 06:00:00,1
825,477,3,2023-01-23 07:00:00,0
36,82,1,2023-01-23 08:00:00,0
685,428,2,2023-01-23 09:00:00,0
20,72,1,2023-01-23 10:00:00,0
321,310,1,2023-01-23 11:00:00,0
776,479,3,2023-01-23 12:00:00,0
512,254,5,2023-01-23 13:00:00,1
400,162,1,2023-01-23 14:00:00,0
654,327,4,2023-01-23 15:00:00,1
972,420,3,2023-01-23 16:00:00,0
883,402,4,2023-01-23 17:00:00,1
471,38,3,2023-01-23 18:00:00,0
143,443,4,2023-01-23 19:00:00,1
92,393,4,2023-01-23 20:00:00,1
354,201,1,2023-01-23 21:00:00,0
834,494,1,2023-01-23 22:00:00,0
800,200,3,2023-01-23 23:00:00,0
727,255,5,2023-01-24 00:00:00,1
959,179,1,2023-01-24 01:00:00,0
854,35,1,2023-01-24 02:00:00,0
51,82,2,2023-01-24 03:00:00,0
665,389,1,2023-01-24 04:00:00,0
698,398,5,2023-01-24 05:00:00,1
575,220,2,2023-01-24 06:00:00,0
190,158,4,2023-01-24 07:00:00,1
125,4,4,2023-01-24 08:00:00,1
150,167,2,2023-01-24 09:00:00,0
314,468,2,2023-01-24 10:00:00,0
570,448,2,2023-01-24 11:00:00,0
342,409,3,2023-01-24 12:00:00,0
305,412,5,2023-01-24 13:00:00,1
692,204,5,2023-01-24 14:00:00,1
682,194,4,2023-01-24 15:00:00,1
838,235,4,2023-01-24 16:00:00,1
783,206,4,2023-01-24 17:00:00,1
54,150,1,2023-01-24 18:00:00,0
444,159,4,2023-01-24 19:00:00,1
613,279,2,2023-01-24 20:00:00,0
993,304,4,2023-01-24 21:00:00,1
264,404,2,2023-01-24 22:00:00,0
53,381,3,2023-01-24 23:00:00,0
572,166,1,2023-01-25 00:00:00,0
620,311,1,2023-01-25 01:00:00,0
5,68,5,2023-01-25 02:00:00,1
103,463,3,2023-01-25 03:00:00,0
196,88,2,2023-01-25 04:00:00,0
774,217,3,2023-01-25 05:00:00,0
877,1,1,2023-01-25 06:00:00,0
992,135,2,2023-01-25 07:00:00,0
884,185,3,2023-01-25 08:00:00,0
350,351,1,2023-01-25 09:00:00,0
47,140,2,2023-01-25 10:00:00,0
867,106,2,2023-01-25 11:00:00,0
823,133,1,2023-01-25 12:00:00,0
936,108,2,2023-01-25 13:00:00,0
820,178,1,2023-01-25 14:00:00,0
656,298,4,2023-01-25 15:00:00,1
269,358,4,2023-01-25 16:00:00,1
370,380,2,2023-01-25 17:00:00,0
636,396,2,2023-01-25 18:00:00,0
106,359,1,2023-01-25 19:00:00,0
670,146,2,2023-01-25 20:00:00,0
659,450,5,2023-01-25 21:00:00,1
657,74,4,2023-01-25 22:00:00,1
120,463,2,2023-01-25 23:00:00,0
831,478,2,2023-01-26 00:00:00,0
787,108,3,2023-01-26 01:00:00,0
604,122,2,2023-01-26 02:00:00,0
58,17,5,2023-01-26 03:00:00,1
951,196,4,2023-01-26 04:00:00,1
346,327,3,2023-01-26 05:00:00,0
741,318,1,2023-01-26 06:00:00,0
474,297,1,2023-01-26 07:00:00,0
117,479,4,2023-01-26 08:00:00,1
830,499,1,2023-01-26 09:00:00,0
791,252,5,2023-01-26 10:00:00,1
127,487,2,2023-01-26 11:00:00,0
393,119,4,2023-01-26 12:00:00,1
908,162,3,2023-01-26 13:00:00,0
641,198,2,2023-01-26 14:00:00,0
58,498,1,2023-01-26 15:00:00,0
634,486,1,2023-01-26 16:00:00,0
513,45,3,2023-01-26 17:00:00,0
751,314,5,2023-01-26 18:00:00,1
802,179,3,2023-01-26 19:00:00,0
96,382,4,2023-01-26 20:00:00,1
638,418,3,2023-01-26 21:00:00,0
118,44,1,2023-01-26 22:00:00,0
560,271,5,2023-01-26 23:00:00,1
601,78,5,2023-01-27 00:00:00,1
488,326,3,2023-01-27 01:00:00,0
237,178,4,2023-01-27 02:00:00,1
885,357,1,2023-01-27 03:00:00,0
897,498,2,2023-01-27 04:00:00,0
272,416,5,2023-01-27 05:00:00,1
189,451,3,2023-01-27 06:00:00,0
999,3,4,2023-01-27 07:00:00,1
704,214,4,2023-01-27 08:00:00,1
447,342,1,2023-01-27 09:00:00,0
581,74,5,2023-01-27 10:00:00,1
790,51,1,2023-01-27 11:00:00,0
861,67,2,2023-01-27 12:00:00,0
247,332,2,2023-01-27 13:00:00,0
963,93,2,2023-01-27 14:00:00,0
76,176,4,2023-01-27 15:00:00,1
154,145,5,2023-01-27 16:00:00,1
656,7,1,2023-01-27 17:00:00,0
435,269,1,2023-01-27 18:00:00,0
997,376,2,2023-01-27 19:00:00,0
86,322,5,2023-01-27 20:00:00,1
697,4,5,2023-01-27 21:00:00,1
285,138,3,2023-01-27 22:00:00,0
974,231,5,2023-01-27 23:00:00,1
220,88,5,2023-01-28 00:00:00,1
69,17,1,2023-01-28 01:00:00,0
47,52,5,2023-01-28 02:00:00,1
94,134,5,2023-01-28 03:00:00,1
750,211,1,2023-01-28 04:00:00,0
958,325,5,2023-01-28 05:00:00,1
453,480,1,2023-01-28 06:00:00,0
204,458,3,2023-01-28 07:00:00,0
912,393,4,2023-01-28 08:00:00,1
218,219,1,2023-01-28 09:00:00,0
474,205,1,2023-01-28 10:00:00,0
432,211,5,2023-01-28 11:00:00,1
341,277,1,2023-01-28 12:00:00,0
551,24,2,2023-01-28 13:00:00,0
612,486,2,2023-01-28 14:00:00,0
289,4,3,2023-01-28 15:00:00,0
